id,group_id,reviewer,source,basis,num_observations,reference_id,p58_fragility,nistir_id,comp_type,sub_type,detailing,material,size_class,comp_description,edp_metric,edp_unit,ds_rank,ds_description,median,beta,probability
D3052.011b-2,D3052.011b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.011b,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 5000 to <10000 CFM - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 8000 CFM.,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function Equipment damaged beyond repair.,0.25,0.4,0.33
D3052.011c-1,D3052.011c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.011c,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 10000 to <25000 CFM - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 20000 CFM.,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function. Damage to attached ducting or piping.,0.25,0.4,0.67
D3052.011c-2,D3052.011c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.011c,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 10000 to <25000 CFM - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 20000 CFM.,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function Equipment damaged beyond repair.,0.25,0.4,0.33
D3052.011d-1,D3052.011d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.011d,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 25000 to <40000 CFM - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 30000 CFM.,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function. Damage to attached ducting or piping.,0.25,0.4,0.67
D3052.011d-2,D3052.011d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.011d,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 25000 to <40000 CFM - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 30000 CFM.,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function Equipment damaged beyond repair.,0.25,0.4,0.33
D3052.013a-1,D3052.013a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013a,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: <5000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 4000 CFM.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3052.013a-2,D3052.013a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013a,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: <5000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 4000 CFM.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3052.013b-1,D3052.013b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013b,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: <5000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 4000 CFM.,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function but anchorage is OK. Damage to attached ducting or piping.,1.54,0.6,0.67
D3052.013b-2,D3052.013b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013b,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: <5000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 4000 CFM.,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.54,0.6,0.33
D3052.013c-1,D3052.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013c,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: <5000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 4000 CFM.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3052.013c-2,D3052.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013c,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: <5000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 4000 CFM.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3052.013c-3,D3052.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013c,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: <5000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 4000 CFM.,"Peak Floor Acceleration, horizontal",g,3,Damage to attached ducting or piping but anchorage is OK.,,,0.35
D3052.013c-4,D3052.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013c,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: <5000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 4000 CFM.,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.15
D3052.013d-1,D3052.013d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013d,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 5000 to <10000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 8000 CFM.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3052.013d-2,D3052.013d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013d,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 5000 to <10000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 8000 CFM.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3052.013e-1,D3052.013e,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013e,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 5000 to <10000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 8000 CFM.,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function but anchorage is OK. Damage to attached ducting or piping.,1.54,0.6,0.67
D3052.013e-2,D3052.013e,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013e,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 5000 to <10000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 8000 CFM.,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.54,0.6,0.33
D3052.013f-1,D3052.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013f,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 5000 to <10000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 8000 CFM.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3052.013f-2,D3052.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013f,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 5000 to <10000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 8000 CFM.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3052.013f-3,D3052.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013f,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 5000 to <10000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 8000 CFM.,"Peak Floor Acceleration, horizontal",g,3,Damage to attached ducting or piping but anchorage is OK.,,,0.35
D3052.013f-4,D3052.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013f,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 5000 to <10000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 8000 CFM.,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.15
D3052.013g-1,D3052.013g,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013g,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 10000 to <25000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 20000 CFM.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3052.013g-2,D3052.013g,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013g,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 10000 to <25000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 20000 CFM.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3052.013h-1,D3052.013h,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013h,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 10000 to <25000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 20000 CFM.,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function but anchorage is OK. Damage to attached ducting or piping.,1.54,0.6,0.67
D3052.013h-2,D3052.013h,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013h,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 10000 to <25000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 20000 CFM.,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.54,0.6,0.33
D3052.013i-1,D3052.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013i,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 10000 to <25000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 20000 CFM.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3052.013i-2,D3052.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013i,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 10000 to <25000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 20000 CFM.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3052.013i-3,D3052.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013i,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 10000 to <25000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 20000 CFM.,"Peak Floor Acceleration, horizontal",g,3,Damage to attached ducting or piping but anchorage is OK.,,,0.35
D3052.013i-4,D3052.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013i,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 10000 to <25000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 20000 CFM.,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.15
D3052.013j-1,D3052.013j,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013j,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 25000 to <40000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 30000 CFM.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3052.013j-2,D3052.013j,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013j,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 25000 to <40000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 30000 CFM.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3052.013k-1,D3052.013k,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013k,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 25000 to <40000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 30000 CFM.,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function but anchorage is OK. Damage to attached ducting or piping.,1.54,0.6,0.67
D3052.013k-2,D3052.013k,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013k,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 25000 to <40000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 30000 CFM.,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.54,0.6,0.33
D3052.013l-1,D3052.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013l,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 25000 to <40000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 30000 CFM.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3052.013l-2,D3052.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013l,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 25000 to <40000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 30000 CFM.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3052.013l-3,D3052.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013l,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 25000 to <40000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 30000 CFM.,"Peak Floor Acceleration, horizontal",g,3,Damage to attached ducting or piping but anchorage is OK.,,,0.35
D3052.013l-4,D3052.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.013l,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 25000 to <40000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 30000 CFM.,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.15
D3067.011a-1,D3067.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3067.011a,D3067,Control Panel,'','','','',Control Panel - Capacity: all - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",0.69,0.4,1.0
D3067.012a-1,D3067.012a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3067.012a,D3067,Control Panel,'','','','',Control Panel - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3067.012a-2,D3067.012a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3067.012a,D3067,Control Panel,'','','','',Control Panel - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3067.012b-1,D3067.012b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3067.012b,D3067,Control Panel,'','','','',Control Panel - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",3.0,0.4,1.0
D3067.012c-1,D3067.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3067.012c,D3067,Control Panel,'','','','',Control Panel - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3067.012c-2,D3067.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3067.012c,D3067,Control Panel,'','','','',Control Panel - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
