id,reference_id,specimen,specimen_inspection_sequence,reviewer,component_id,comp_detail,material,size_class,test_type,loading_protocol,peak_test_amplitude,location,governing_design_standard,design_objective,comp_description,ds_description,prior_damage,prior_damage_repaired,edp_metric,edp_unit,edp_value,alt_edp_metric,alt_edp_unit,alt_edp_value,ds_rank,ds_class,notes
exp2080a,MCM-2002-SEI,Test 16,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Nails @ 8 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Local Buckling of Panel at Wall Penetration,Cracking of Vertical Out-of-Plane Joint,No,Story Drift Ratio,Ratio,0.00269,'','',,,Inconsequential,''
exp2081a,MCM-2002-SEI,Test 16,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Nails @ 8 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Crushing of Wallboard at Perimeter,Local Buckling of Panel at Wall Penetration,No,Story Drift Ratio,Ratio,0.00494,'','',,,Consequential,''
exp2082a,MCM-2002-SEI,Test 16,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Nails @ 8 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Vertical Butt Joint,Crushing of Wallboard at Perimeter,No,Story Drift Ratio,Ratio,0.00802,'','',,,Inconsequential,''
exp2083a,MCM-2002-SEI,Test 16R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Nails @ 8 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Wallboard at Wall Penetration,Cracking of Vertical Butt Joint,Yes,Story Drift Ratio,Ratio,0.00038,'','',,,Inconsequential,''
exp2084a,MCM-2002-SEI,Test 16R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Nails @ 8 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Local Buckling of Panel at Wall Penetration,Cracking of Wallboard at Wall Penetration,Yes,Story Drift Ratio,Ratio,0.0022,'','',,,Inconsequential,''
exp2085a,MCM-2002-SEI,Test 16R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Nails @ 8 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Vertical Butt Joint,Local Buckling of Panel at Wall Penetration,Yes,Story Drift Ratio,Ratio,0.00254,'','',,,Inconsequential,''
exp2086a,MCM-2002-SEI,Test 16R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Nails @ 8 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Paint over Fastener Head,Cracking of Vertical Butt Joint,Yes,Story Drift Ratio,Ratio,0.00468,'','',,,Inconsequential,''
exp2087a,MCM-2002-SEI,Test 16R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Nails @ 8 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Vertical Out-of-Plane Joint,Cracking of Paint over Fastener Head,Yes,Story Drift Ratio,Ratio,0.00518,'','',,,Inconsequential,''
exp2088a,MCM-2002-SEI,Test 16R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Nails @ 8 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Crushing of Wallboard at Perimeter,Cracking of Vertical Out-of-Plane Joint,Yes,Story Drift Ratio,Ratio,0.02268,'','',,,Inconsequential,''
exp2089a,MCM-2002-SEI,Test 16R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Nails @ 8 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Wallboard Extremely Loose from Framing,Crushing of Wallboard at Perimeter,Yes,Story Drift Ratio,Ratio,0.02872,'','',,,Consequential,''
exp2090a,MCM-2002-SEI,Test 16R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Nails @ 8 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Global Buckling of Panel,Wallboard Extremely Loose from Framing,Yes,Story Drift Ratio,Ratio,0.03082,'','',,,Consequential,''
exp2091a,MCM-2002-SEI,Test 16R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Nails @ 8 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Horizontal Wall Joint,Global Buckling of Panel,Yes,Story Drift Ratio,Ratio,0.00108,'','',,,Inconsequential,''
exp2092a,MCM-2002-SEI,Test 17,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door with Door Jamb and Trim
 8. Method of construction: Floating Edge",Cracking of Wallboard at Wall Penetration,'',,Story Drift Ratio,Ratio,0.00171,'','',,,Inconsequential,''
exp2093a,MCM-2002-SEI,Test 17,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door with Door Jamb and Trim
 8. Method of construction: Floating Edge",Cracking of Vertical Out-of-Plane Joint,Cracking of Wallboard at Wall Penetration,No,Story Drift Ratio,Ratio,0.00419,'','',,,Inconsequential,''
exp2094a,MCM-2002-SEI,Test 17,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door with Door Jamb and Trim
 8. Method of construction: Floating Edge",Cracking of Vertical Butt Joint,Cracking of Vertical Out-of-Plane Joint,No,Story Drift Ratio,Ratio,0.00552,'','',,,Inconsequential,''
